institution_name,institution_type,department,service_category,address,sigungu,phone,latitude,longitude,geocode_query,matched_address
우리내과의원,의원,진단검사의학과 병리과 영상의학과 비뇨의학과 피부과 소아청소년과 산부인과 내과,WOMEN_HEALTH,"인천광역시 남동구 하촌로 5, 만수빌딩 2층(만수동)",남동구,032-466-4339,37.44915906,126.7298888,인천광역시 남동구 하촌로 5,인천 남동구 하촌로 5
위강한의원,한의원,한방내과 한방부인과 한방소아과 한방안·이비인후·피부과 한방신경정신과 한방재활의학과 사상체질과 침구과,WOMEN_HEALTH,"인천광역시 남동구 성말로13번길 15, 메인프라자 4층 403호 (구월동)",남동구,032-427-1073,37.44626295,126.7017867,인천광역시 남동구 성말로13번길 15,인천 남동구 성말로13번길 15
으뜸한의원,한의원,한방내과 한방부인과 한방소아과 한방안·이비인후·피부과 한방신경정신과 한방재활의학과 사상체질과 침구과,WOMEN_HEALTH,"인천광역시 남동구 구월로276번길 70, 2층 (구월동)",남동구,032-464-3888,37.45259125,126.7206865,인천광역시 남동구 구월로276번길 70,인천 남동구 구월로276번길 70
의료법인 길의료재단 길병원,종합병원,치과보존과 치주과 치과교정과 치과보철과 구강악안면외과 응급의학과 직업환경의학과 핵의학과 가정의학과 재활의학과 진단검사의학과 병리과 방사선종양학과 영상의학과 비뇨의학과 피부과 이비인후과 안과 소아청소년과 산부인과 마취통증의학과 성형외과 심장혈관흉부외과 신경외과 정형외과 외과 정신건강의학과 신경과 내과,WOMEN_HEALTH,"인천광역시 남동구 남동대로774번길 21 (구월동, 가천대학교길병원)",남동구,032-460-3548,37.45209939,126.7096948,인천광역시 남동구 남동대로774번길 21,인천 남동구 남동대로774번길 21
의료법인예현의료재단 세종한방병원,한방병원,한방내과 한방안·이비인후·피부과 사상체질과 침구과 한방신경정신과 한방부인과 한방소아과 한방재활의학과 가정의학과 정형외과 신경외과 재활의학과 마취통증의학과 내과 안과 이비인후과 소아청소년과 피부과 비뇨의학과,WOMEN_HEALTH,"인천광역시 남동구 호구포로 872, 2~5층 (구월동)",남동구,032-466-4977,37.46003003,126.7202868,인천광역시 남동구 호구포로 872,인천 남동구 호구포로 872
이샘별소아청소년과의원,의원,피부과 이비인후과 소아청소년과 산부인과 내과,WOMEN_HEALTH,"인천광역시 남동구 논고개로 77, 에코타워 203호 (논현동)",남동구,032-432-2800,37.39843761,126.7262539,인천광역시 남동구 논고개로 77,인천 남동구 논고개로 77
이종구한의원,한의원,한방내과 한방안·이비인후·피부과 사상체질과 한방부인과 한방신경정신과 침구과 한방소아과 한방재활의학과,WOMEN_HEALTH,"인천광역시 남동구 은봉로419번길 21, 2층 (논현동, 번성빌딩)",남동구,032-433-7172,37.41123061,126.7352716,인천광역시 남동구 은봉로419번길 21,인천 남동구 은봉로419번길 21
이편안인천요양병원,요양병원,한방내과 재활의학과 소아청소년과 산부인과 신경외과 외과 내과,WOMEN_HEALTH,"인천광역시 남동구 앵고개로948번길 4, 서울프라자 2~6층 (논현동)",남동구,032-868-9988,37.40252834,126.7356865,인천광역시 남동구 앵고개로948번길 4,인천 남동구 앵고개로948번길 4
인구보건복지협회인천지회가족보건의원,의원,산부인과 가정의학과 내과 소아청소년과 비뇨의학과 정형외과,WOMEN_HEALTH,인천광역시 남동구 용천로 142 (간석동),남동구,032-451-4000,37.4622211,126.7148922,인천광역시 남동구 용천로 142,인천 남동구 용천로 142
인산한의원,한의원,한방내과 한방부인과 한방소아과 한방안·이비인후·피부과 한방신경정신과 한방재활의학과 사상체질과 침구과,WOMEN_HEALTH,"인천광역시 남동구 구월로 268, 201호 (구월동)",남동구,032-471-7975,37.45561105,126.7202967,인천광역시 남동구 구월로 268,인천 남동구 구월로 268
인천국제한방병원,한방병원,침구과 사상체질과 한방재활의학과 한방신경정신과 한방안·이비인후·피부과 한방소아과 한방부인과 한방내과 가정의학과 정형외과,WOMEN_HEALTH,"인천광역시 남동구 석촌로 21, 인천국제한방병원 (간석동)",남동구,032-428-7582,37.46221625,126.708913,인천광역시 남동구 석촌로 21,인천 남동구 석촌로 21
인천더하다한방병원,한방병원,가정의학과 한방내과 한방부인과 한방소아과 한방안·이비인후·피부과 한방신경정신과 한방재활의학과 사상체질과 침구과,WOMEN_HEALTH,"인천광역시 남동구 서창방산로 55, 서창비젼프라자 4층 (서창동)",남동구,032-465-7510,37.4224647,126.7507054,인천광역시 남동구 서창방산로 55,인천 남동구 서창방산로 55
인천서창 오케이한의원,한의원,한방내과 한방부인과 한방소아과 한방안·이비인후·피부과 한방신경정신과 한방재활의학과 사상체질과 침구과,WOMEN_HEALTH,"인천광역시 남동구 서창남순환로 223, A동 410호 (서창동, 서창아페리온)",남동구,032-469-7575,37.42482087,126.7489212,인천광역시 남동구 서창남순환로 223,인천 남동구 서창남순환로 223
인천속내과의원,의원,내과 산부인과 소아청소년과 이비인후과 피부과 영상의학과,WOMEN_HEALTH,"인천광역시 남동구 호구포로 893, 3층, 4층 (간석동, 중앙빌딩)",남동구,032-431-0119,37.46216577,126.7200123,인천광역시 남동구 호구포로 893,인천 남동구 호구포로 893
인천수한방병원,한방병원,침구과 한방재활의학과 한방안·이비인후·피부과 한방소아과 한방부인과 한방내과 가정의학과 재활의학과 비뇨의학과 피부과 이비인후과 소아청소년과 신경과 내과,WOMEN_HEALTH,"인천광역시 남동구 소래역로 50, 토성프라자 5층 501,502호 (논현동)",남동구,032-422-7582,37.40159583,126.7342195,인천광역시 남동구 소래역로 50,인천 남동구 소래역로 50
인천좋은한의원,한의원,한방내과 한방부인과 한방소아과 한방안·이비인후·피부과 한방신경정신과 한방재활의학과 침구과,WOMEN_HEALTH,"인천광역시 남동구 문화서로4번길 40, 2층 (구월동)",남동구,032-323-2215,37.44473548,126.6970778,인천광역시 남동구 문화서로4번길 40,인천 남동구 문화서로4번길 40
인천힘찬종합병원,종합병원,예방치과 응급의학과 직업환경의학과 가정의학과 재활의학과 진단검사의학과 영상의학과 비뇨의학과 소아청소년과 산부인과 마취통증의학과 신경외과 정형외과 외과 신경과 내과,WOMEN_HEALTH,"인천광역시 남동구 논현로 72, 인천힘찬종합병원 (논현동)",남동구,032-1899-2220,37.40106232,126.7146868,인천광역시 남동구 논현로 72,인천 남동구 논현로 72
일맥한의원,한의원,한방내과 한방부인과 한방소아과 한방안·이비인후·피부과 한방신경정신과 침구과 사상체질과 한방재활의학과,WOMEN_HEALTH,"인천광역시 남동구 성말로 10, 410호 (구월동, 효명프라자)",남동구,032-519-7979,37.44519396,126.7015253,인천광역시 남동구 성말로 10,인천 남동구 성말로 10
임치유한의원,한의원,한방내과 한방소아과 한방안·이비인후·피부과 사상체질과 한방부인과 한방신경정신과 침구과 한방재활의학과,WOMEN_HEALTH,인천광역시 남동구 만수로37번길 8-8 (만수동),남동구,032-462-9456,37.46031645,126.7323816,인천광역시 남동구 만수로37번길 8-8,인천 남동구 만수로37번길 8-8
자연과한의원 인천점,한의원,침구과 사상체질과 한방재활의학과 한방신경정신과 한방안·이비인후·피부과 한방소아과 한방부인과 한방내과,WOMEN_HEALTH,"인천광역시 남동구 인하로507번길 63, 2층 204호 (구월동)",남동구,032-719-7513,37.44618567,126.7028336,인천광역시 남동구 인하로507번길 63,인천 남동구 인하로507번길 63
장튼튼내과의원,의원,내과 산부인과 소아청소년과 이비인후과 영상의학과 병리과 가정의학과,WOMEN_HEALTH,"인천광역시 남동구 용천로 70, 동호프라자 4,5,7층 (구월동)",남동구,032-473-8275,37.45587112,126.7149559,인천광역시 남동구 용천로 70,인천 남동구 용천로 70
장한의원,한의원,한방내과 한방부인과 한방소아과 한방안·이비인후·피부과 한방신경정신과 한방재활의학과 침구과,WOMEN_HEALTH,인천광역시 남동구 호구포로 782 (구월동),남동구,032-466-2500,37.45204862,126.7192636,인천광역시 남동구 호구포로 782,인천 남동구 호구포로 782
장혜승한의원,한의원,한방소아과 한방부인과 한방재활의학과 침구과 한방신경정신과 사상체질과 한방내과 한방안·이비인후·피부과,WOMEN_HEALTH,"인천광역시 남동구 인하로 616, 커뮤니티프라자 2층 203,204호 (구월동)",남동구,032-462-7500,37.44252405,126.7152048,인천광역시 남동구 인하로 616,인천 남동구 인하로 616
정원산책한의원,한의원,한방내과 한방부인과 한방소아과 한방안·이비인후·피부과 한방신경정신과 한방재활의학과 사상체질과 침구과,WOMEN_HEALTH,"인천광역시 남동구 장승남로 48, 401호 (만수동, 제우빌딩)",남동구,032-465-7511,37.44315745,126.7376215,인천광역시 남동구 장승남로 48,인천 남동구 장승남로 48
정한의원,한의원,한방내과 한방부인과 한방소아과 한방안·이비인후·피부과 한방신경정신과 한방재활의학과 사상체질과 침구과,WOMEN_HEALTH,"인천광역시 남동구 담방로21번길 55, 209~211호 (만수동, 뉴서울A상가)",남동구,032-467-8275,37.44131914,126.7355694,인천광역시 남동구 담방로21번길 55,인천 남동구 담방로21번길 55
제물포한의원,한의원,한방내과 한방부인과 한방소아과 한방안·이비인후·피부과 한방신경정신과 한방재활의학과 사상체질과 침구과,WOMEN_HEALTH,"인천광역시 남동구 구월로 243, 현대프라자 2층 201호 (구월동)",남동구,032-245-2431,37.45628471,126.7176719,인천광역시 남동구 구월로 243,인천 남동구 구월로 243
조내과의원,의원,비뇨의학과 피부과 이비인후과 소아청소년과 산부인과 내과,WOMEN_HEALTH,인천광역시 남동구 만수로 45 (만수동),남동구,032-463-9890,37.46041973,126.7333894,인천광역시 남동구 만수로 45,인천 남동구 만수로 45
중국광원한의원,한의원,한방내과 한방소아과 한방안·이비인후·피부과 사상체질과 한방부인과 한방신경정신과 침구과 한방재활의학과,WOMEN_HEALTH,인천광역시 남동구 호구포로800번길 9 (구월동),남동구,032-466-1688,37.45383567,126.7198249,인천광역시 남동구 호구포로800번길 9,인천 남동구 호구포로800번길 9
중화한의원,한의원,한방내과 한방소아과 한방부인과 한방안·이비인후·피부과 한방신경정신과 침구과,WOMEN_HEALTH,"인천광역시 남동구 만수로 43, 2층일부층 (만수동)",남동구,032-463-3888,37.46031986,126.7331729,인천광역시 남동구 만수로 43,인천 남동구 만수로 43
차앤미한의원,한의원,한방내과 한방부인과 한방소아과 한방안·이비인후·피부과 한방신경정신과 한방재활의학과 사상체질과 침구과,WOMEN_HEALTH,"인천광역시 남동구 남동대로 892, 3층 (간석동, 일주빌딩)",남동구,032-435-1075,37.4620717,126.7086436,인천광역시 남동구 남동대로 892,인천 남동구 남동대로 892
차한의원,한의원,한방내과 한방부인과 한방소아과 한방안·이비인후·피부과 한방신경정신과 한방재활의학과 침구과,WOMEN_HEALTH,"인천광역시 남동구 서창남순환로 223, A동 5층 506호 (서창동, 아페리온)",남동구,032-466-4663,37.42482087,126.7489212,인천광역시 남동구 서창남순환로 223,인천 남동구 서창남순환로 223
참조은내과의원,의원,소아청소년과 내과 정신건강의학과 정형외과 산부인과 안과 피부과 병리과 가정의학과 이비인후과,WOMEN_HEALTH,"인천광역시 남동구 에코중앙로156번길 5-19, 2층 (논현동)",남동구,032-446-1273,37.39188889,126.7265947,인천광역시 남동구 에코중앙로156번길 5-19,인천 남동구 에코중앙로156번길 5-19
천지인한의원,한의원,한방내과 한방부인과 한방소아과 한방안·이비인후·피부과 한방신경정신과 한방재활의학과 사상체질과 침구과,WOMEN_HEALTH,"인천광역시 남동구 구월로 362, 2층 전체호 (만수동)",남동구,032-464-1120,37.45484544,126.7308406,인천광역시 남동구 구월로 362,인천 남동구 구월로 362
청강한의원,한의원,한방내과 한방부인과 한방소아과 한방안·이비인후·피부과 한방신경정신과 한방재활의학과 사상체질과 침구과,WOMEN_HEALTH,"인천광역시 남동구 논고개로 307, 201호 (도림동)",남동구,032-425-8775,37.41782031,126.7279392,인천광역시 남동구 논고개로 307,인천 남동구 논고개로 307
청구경희한의원,한의원,한방내과 한방부인과 한방소아과 한방안·이비인후·피부과 한방신경정신과 한방재활의학과 사상체질과 침구과,WOMEN_HEALTH,"인천광역시 남동구 청능대로 581, 301호 (논현동, 광성프라자)",남동구,032-423-1275,37.40127674,126.723589,인천광역시 남동구 청능대로 581,인천 남동구 청능대로 581
청명한의원,한의원,한방내과 한방안·이비인후·피부과 한방부인과 한방신경정신과 침구과 한방소아과 한방재활의학과,WOMEN_HEALTH,"인천광역시 남동구 석정로 515, 3층 304호 (간석동)",남동구,032-423-1477,37.46596185,126.6929003,인천광역시 남동구 석정로 515,인천 남동구 석정로 515
청원한의원,한의원,한방내과 한방부인과 한방소아과 한방안·이비인후·피부과 한방신경정신과 한방재활의학과 사상체질과 침구과,WOMEN_HEALTH,"인천광역시 남동구 백범로 123, 3층 302호 (만수동, 상지프라자)",남동구,032-471-1030,37.45458759,126.733233,인천광역시 남동구 백범로 123,인천 남동구 백범로 123
침맥한의원,한의원,한방내과 한방안·이비인후·피부과 사상체질과 침구과 한방신경정신과 한방부인과 한방소아과 한방재활의학과,WOMEN_HEALTH,"인천광역시 남동구 논고개로123번길 17, 514호 (논현동, 아이플렉스)",남동구,070-7739-7533,37.40168489,126.7230837,인천광역시 남동구 논고개로123번길 17,인천 남동구 논고개로123번길 17
코비한의원,한의원,한방내과 한방안·이비인후·피부과 사상체질과 한방부인과 한방신경정신과 침구과 한방재활의학과 한방소아과,WOMEN_HEALTH,"인천광역시 남동구 인주대로 580, 2층 (구월동, 동남빌딩)",남동구,032-435-1210,37.44978577,126.7013035,인천광역시 남동구 인주대로 580,인천 남동구 인주대로 580
태백한의원,한의원,한방내과 한방부인과 한방소아과 한방안·이비인후·피부과 한방신경정신과 한방재활의학과 사상체질과 침구과,WOMEN_HEALTH,"인천광역시 남동구 백범로124번길 7, 나동 205호 (만수동, 만수주공상가)",남동구,032-467-1075,37.45555424,126.7333739,인천광역시 남동구 백범로124번길 7,인천 남동구 백범로124번길 7
튼튼가족한의원,한의원,한방내과 한방안·이비인후·피부과 사상체질과 한방부인과 한방신경정신과 침구과 한방소아과 한방재활의학과,WOMEN_HEALTH,"인천광역시 남동구 호구포로 220, 2층 203호 (논현동, 명진프라자)",남동구,032-426-1175,37.4023787,126.7103485,인천광역시 남동구 호구포로 220,인천 남동구 호구포로 220
튼튼마디한의원,한의원,침구과 사상체질과 한방재활의학과 한방신경정신과 한방안·이비인후·피부과 한방소아과 한방부인과 한방내과,WOMEN_HEALTH,"인천광역시 남동구 예술로 126, 3층 305호 (구월동)",남동구,032-721-8275,37.44512955,126.7008867,인천광역시 남동구 예술로 126,인천 남동구 예술로 126
평강한의원,한의원,한방내과 한방부인과 한방소아과 한방안·이비인후·피부과 한방신경정신과 사상체질과 침구과,WOMEN_HEALTH,인천광역시 남동구 구월로 366-1 (만수동),남동구,032-462-8815,37.45478737,126.7314529,인천광역시 남동구 구월로 366-1,인천 남동구 구월로 366-1
포메디한의원,한의원,침구과 한방재활의학과 한방신경정신과 한방안·이비인후·피부과 한방부인과 한방내과,WOMEN_HEALTH,"인천광역시 남동구 구월로 212, 힐캐슬프라자 205, 206호 (구월동)",남동구,032-468-7526,37.45599268,126.7140285,인천광역시 남동구 구월로 212,인천 남동구 구월로 212
푸른경희한의원,한의원,한방내과 한방소아과 한방부인과 한방안·이비인후·피부과 한방신경정신과 침구과 한방재활의학과,WOMEN_HEALTH,"인천광역시 남동구 남동대로370번길 119, 201호 (논현동, 견우프라자)",남동구,032-446-1075,37.4136045,126.7122386,인천광역시 남동구 남동대로370번길 119,인천 남동구 남동대로370번길 119
프리허그한의원,한의원,한방내과 한방부인과 한방소아과 한방안·이비인후·피부과 한방신경정신과 한방재활의학과 사상체질과 침구과,WOMEN_HEALTH,"인천광역시 남동구 인하로507번길 74, 5층 502호 (구월동, 유진빌딩)",남동구,032-433-8269,37.44653081,126.7035003,인천광역시 남동구 인하로507번길 74,인천 남동구 인하로507번길 74
하늘마음한의원,한의원,한방내과 한방부인과 한방소아과 한방안·이비인후·피부과 한방신경정신과 한방재활의학과 사상체질과 침구과,WOMEN_HEALTH,"인천광역시 남동구 예술로 126, 309호 (구월동)",남동구,032-519-5476,37.44512955,126.7008867,인천광역시 남동구 예술로 126,인천 남동구 예술로 126
하늘체한의원,한의원,한방내과 한방부인과 한방소아과 한방안·이비인후·피부과 한방신경정신과 한방재활의학과 사상체질과 침구과,WOMEN_HEALTH,"인천광역시 남동구 인하로 501, 5층 일부호 (구월동)",남동구,032-719-7275,37.44352419,126.7023737,인천광역시 남동구 인하로 501,인천 남동구 인하로 501
한마음산부인과의원,의원,산부인과,WOMEN_HEALTH,"인천광역시 남동구 인주대로 865, 2층 (만수동, 승창빌딩)",남동구,032-467-3687,37.44862803,126.733592,인천광역시 남동구 인주대로 865,인천 남동구 인주대로 865
한빛산부인과의원,의원,산부인과 가정의학과 피부과,WOMEN_HEALTH,"인천광역시 남동구 서창남로 77, 301,302호 (서창동)",남동구,032-466-3575,37.42589317,126.7482477,인천광역시 남동구 서창남로 77,인천 남동구 서창남로 77
함소아한의원,한의원,한방내과 한방부인과 한방소아과 한방안·이비인후·피부과 한방신경정신과 사상체질과 침구과,WOMEN_HEALTH,"인천광역시 남동구 예술로 126, 링크126 7층 702호 (구월동)",남동구,032-434-3001,37.44512955,126.7008867,인천광역시 남동구 예술로 126,인천 남동구 예술로 126
해님달님한의원,한의원,한방내과 한방부인과 한방소아과 한방안·이비인후·피부과 한방신경정신과 한방재활의학과 사상체질과 침구과,WOMEN_HEALTH,"인천광역시 남동구 서창남순환로216번길 17, 302호 (서창동, 스카이플러스)",남동구,032-461-1110,37.42353512,126.7494337,인천광역시 남동구 서창남순환로216번길 17,인천 남동구 서창남순환로216번길 17
해솜한의원,한의원,한방내과 한방부인과 한방소아과 한방안·이비인후·피부과 한방신경정신과 한방재활의학과 사상체질과 침구과,WOMEN_HEALTH,"인천광역시 남동구 경인로 520, 302호 (간석동, 탑프라자)",남동구,032-427-7533,37.46075398,126.697036,인천광역시 남동구 경인로 520,인천 남동구 경인로 520
해율한의원,한의원,침구과 한방재활의학과 한방신경정신과 한방안·이비인후·피부과 한방소아과 한방부인과 한방내과,WOMEN_HEALTH,"인천광역시 남동구 인하로 497-8, 2층 (구월동, 오아시스빌딩)",남동구,032-437-3775,37.44356892,126.7020683,인천광역시 남동구 인하로 497-8,인천 남동구 인하로 497-8
해인한의원,한의원,한방내과 한방부인과 한방소아과 한방안·이비인후·피부과 한방재활의학과 침구과,WOMEN_HEALTH,"인천광역시 남동구 구월로372번길 93, 201호 (만수동)",남동구,032-472-2468,37.45067136,126.7316487,인천광역시 남동구 구월로372번길 93,인천 남동구 구월로372번길 93
행림한의원,한의원,한방내과 한방소아과 한방안·이비인후·피부과 사상체질과 한방부인과 한방신경정신과 침구과 한방재활의학과,WOMEN_HEALTH,"인천광역시 남동구 인하로489번길 28, 5층 505호 (구월동, 로데오프라자21)",남동구,032-431-0110,37.44484813,126.7014806,인천광역시 남동구 인하로489번길 28,인천 남동구 인하로489번길 28
행복마을요양병원,요양병원,한방내과 가정의학과 산부인과 심장혈관흉부외과 신경외과 정형외과 외과 신경과 내과,WOMEN_HEALTH,"인천광역시 남동구 백범로 398, 새마을금고중앙회 (간석동)",남동구,032-441-3338,37.46775175,126.707189,인천광역시 남동구 백범로 398,인천 남동구 백범로 398
향촌한의원,한의원,한방내과 한방소아과 한방부인과 한방안·이비인후·피부과 사상체질과 침구과 한방신경정신과 한방재활의학과,WOMEN_HEALTH,"인천광역시 남동구 만수로 47, 403,404호 (만수동)",남동구,032-461-3858,37.46054362,126.7335483,인천광역시 남동구 만수로 47,인천 남동구 만수로 47
형통한의원,한의원,한방내과 한방안·이비인후·피부과 사상체질과 침구과 한방신경정신과 한방부인과 한방소아과 한방재활의학과,WOMEN_HEALTH,"인천광역시 남동구 장승남로 51, 4층 (만수동, 새한빌딩)",남동구,032-462-1075,37.44366422,126.7378835,인천광역시 남동구 장승남로 51,인천 남동구 장승남로 51
호구포한의원,한의원,한방내과 한방부인과 한방소아과 한방안·이비인후·피부과 한방신경정신과 침구과 한방재활의학과 사상체질과,WOMEN_HEALTH,"인천광역시 남동구 논현로 42, 3층 304호, 303호일부호 (논현동, 제일프라자)",남동구,032-432-1101,37.40212828,126.7110736,인천광역시 남동구 논현로 42,인천 남동구 논현로 42
화접몽한의원,한의원,한방내과 한방부인과 한방소아과 한방안·이비인후·피부과 한방신경정신과 한방재활의학과 사상체질과 침구과,WOMEN_HEALTH,"인천광역시 남동구 예술로 126, 3층 307호 (구월동)",남동구,032-215-7579,37.44512955,126.7008867,인천광역시 남동구 예술로 126,인천 남동구 예술로 126
후한의원,한의원,한방내과 한방부인과 한방소아과 한방안·이비인후·피부과 한방신경정신과 한방재활의학과 사상체질과 침구과,WOMEN_HEALTH,"인천광역시 남동구 인하로489번길 4, 3층 일부호 (구월동, 맨하탄빌딩)",남동구,032-715-8073,37.44364424,126.7012447,인천광역시 남동구 인하로489번길 4,인천 남동구 인하로489번길 4
휴내과의원,의원,영상의학과 이비인후과 소아청소년과 산부인과 내과,WOMEN_HEALTH,"인천광역시 남동구 인하로 497-5, 푸른세상안과 7층 701호 8층 801호 (구월동)",남동구,032-437-5111,37.4436079,126.7015894,인천광역시 남동구 인하로 497-5,인천 남동구 인하로 497-5
휴한의원,한의원,한방내과 한방부인과 한방소아과 한방안·이비인후·피부과 한방신경정신과 한방재활의학과 사상체질과 침구과,WOMEN_HEALTH,"인천광역시 남동구 인하로507번길 4, 4층 401일부호 (구월동)",남동구,032-429-9754,37.44344534,126.7031962,인천광역시 남동구 인하로507번길 4,인천 남동구 인하로507번길 4
권의원,의원,내과 정형외과 신경외과 소아청소년과 외과 산부인과,WOMEN_HEALTH,인천광역시 동구 샛골로 142 (송림동),동구,032-763-1110,37.47496811,126.6446438,인천광역시 동구 샛골로 142,인천 동구 샛골로 142
대영한의원,한의원,한방내과 한방부인과 한방소아과 침구과,WOMEN_HEALTH,"인천광역시 동구 화평로 12-1 (화평동, 대영한의원)",동구,032-773-4778,37.47829825,126.630178,인천광역시 동구 화평로 12-1,인천 동구 화평로 12-1
대제당한의원,한의원,한방내과 한방소아과 한방부인과 침구과,WOMEN_HEALTH,인천광역시 동구 화도진로 21 (송현동),동구,032-762-3553,37.47477889,126.6350069,인천광역시 동구 화도진로 21,인천 동구 화도진로 21
동인천한의원,한의원,침구과 사상체질과 한방재활의학과 한방신경정신과 한방안·이비인후·피부과 한방소아과 한방부인과 한방내과,WOMEN_HEALTH,"인천광역시 동구 화도진로 70, 3층 (화평동)",동구,032-766-1070,37.4783102,126.6317845,인천광역시 동구 화도진로 70,인천 동구 화도진로 70
동제당한의원,한의원,한방내과 한방부인과 한방소아과 침구과,WOMEN_HEALTH,"인천광역시 동구 동산로 88, 2층 (송림동)",동구,032-765-7733,37.47517503,126.6455013,인천광역시 동구 동산로 88,인천 동구 동산로 88
명인한의원,한의원,한방내과 한방부인과 한방소아과 침구과 한방안·이비인후·피부과 한방신경정신과,WOMEN_HEALTH,"인천광역시 동구 송현로 38, 402호 (송현동, 송현프라자)",동구,032-777-6886,37.47911895,126.6362059,인천광역시 동구 송현로 38,인천 동구 송현로 38
보화당한의원,한의원,한방내과 한방소아과 한방부인과 침구과,WOMEN_HEALTH,인천광역시 동구 금곡로 84 (송림동),동구,032-766-2555,37.47321487,126.6448627,인천광역시 동구 금곡로 84,인천 동구 금곡로 84
성모메디칼한의원,한의원,한방내과 한방부인과 한방소아과 침구과,WOMEN_HEALTH,"인천광역시 동구 샛골로194번길 4-10, 1층 (송림동)",동구,032-777-9114,37.47916301,126.6456057,인천광역시 동구 샛골로194번길 4-10,인천 동구 샛골로194번길 4-10
송림한의원,한의원,한방내과 한방부인과 한방소아과 한방안·이비인후·피부과 한방신경정신과 한방재활의학과 사상체질과 침구과,WOMEN_HEALTH,인천광역시 동구 송림로 96 (송림동),동구,032-762-3025,37.47577486,126.6453329,인천광역시 동구 송림로 96,인천 동구 송림로 96
송선당한의원,한의원,침구과 한방재활의학과 한방신경정신과 한방안·이비인후·피부과 한방소아과 한방부인과 한방내과,WOMEN_HEALTH,인천광역시 동구 송현로11번길 4 (송현동),동구,032-766-1778,37.47780184,126.6340128,인천광역시 동구 송현로11번길 4,인천 동구 송현로11번길 4
신농씨한의원,한의원,한방내과 한방부인과 한방소아과 한방안·이비인후·피부과 한방신경정신과 침구과,WOMEN_HEALTH,"인천광역시 동구 화도진로 113, 106호 (화수동, 화도진그린빌주공상가)",동구,032-777-3175,37.48160815,126.6275019,인천광역시 동구 화도진로 113,인천 동구 화도진로 113
연세성모의원,의원,내과 외과 정형외과 산부인과 소아청소년과 이비인후과 피부과 비뇨의학과,WOMEN_HEALTH,"인천광역시 동구 화도진로 183, 2층 (만석동)",동구,032-772-0266,37.48516778,126.6226867,인천광역시 동구 화도진로 183,인천 동구 화도진로 183
예나산부인과의원,의원,산부인과 마취통증의학과 예방의학과 내과,WOMEN_HEALTH,"인천광역시 동구 송림로 96, 601호 (송림동, 송림메디칼빌딩)",동구,032-765-0050,37.47577486,126.6453329,인천광역시 동구 송림로 96,인천 동구 송림로 96
이승진한의원,한의원,한방내과 한방부인과 한방소아과 한방안·이비인후·피부과 한방신경정신과 한방재활의학과 사상체질과 침구과,WOMEN_HEALTH,"인천광역시 동구 샛골로 182, 2층 (송림동)",동구,032-765-7522,37.47852798,126.6454553,인천광역시 동구 샛골로 182,인천 동구 샛골로 182
익수한의원,한의원,한방내과 한방부인과 한방안·이비인후·피부과 침구과,WOMEN_HEALTH,인천광역시 동구 화도진로 65 (화평동),동구,032-763-7582,37.4778818,126.6317646,인천광역시 동구 화도진로 65,인천 동구 화도진로 65
인천광역시의료원,종합병원,치과보존과 치과보철과 응급의학과 직업환경의학과 가정의학과 재활의학과 진단검사의학과 영상의학과 비뇨의학과 이비인후과 안과 소아청소년과 산부인과 마취통증의학과 심장혈관흉부외과 신경외과 정형외과 외과 정신건강의학과 신경과 내과,WOMEN_HEALTH,"인천광역시 동구 방축로 217 (송림동, 인천광역시 의료원)",동구,032-580-6000,37.47881528,126.6686645,인천광역시 동구 방축로 217,인천 동구 방축로 217
일이삼한의원,한의원,한방내과 한방부인과 한방소아과 침구과,WOMEN_HEALTH,"인천광역시 동구 샛골로 173, 2층 (송림동)",동구,032-761-1233,37.47786129,126.6447531,인천광역시 동구 샛골로 173,인천 동구 샛골로 173
천광한의원,한의원,한방내과 한방소아과 한방부인과 침구과,WOMEN_HEALTH,인천광역시 동구 샛골로 120 (송림동),동구,032-766-2000,37.47296817,126.6442346,인천광역시 동구 샛골로 120,인천 동구 샛골로 120
초록한의원,한의원,침구과 사상체질과 한방재활의학과 한방신경정신과 한방안·이비인후·피부과 한방소아과 한방부인과 한방내과,WOMEN_HEALTH,인천광역시 동구 금곡로 34 (금곡동),동구,032-777-1727,37.47304043,126.6392705,인천광역시 동구 금곡로 34,인천 동구 금곡로 34
화수성심의원,의원,내과 소아청소년과 정형외과 산부인과 신경과 피부과 비뇨의학과 이비인후과,WOMEN_HEALTH,"인천광역시 동구 화수로 43, 2층 (화수동)",동구,032-763-2017,37.4827231,126.6331329,인천광역시 동구 화수로 43,인천 동구 화수로 43
화수한의원,한의원,침구과 사상체질과 한방재활의학과 한방신경정신과 한방안·이비인후·피부과 한방소아과 한방부인과 한방내과,WOMEN_HEALTH,"인천광역시 동구 운교로 6, 1층 (화수동)",동구,032-766-1075,37.47944938,126.6283432,인천광역시 동구 운교로 6,인천 동구 운교로 6
황호연산부인과의원,의원,내과 산부인과 피부과,WOMEN_HEALTH,인천광역시 동구 샛골로 188 (송림동),동구,032-773-3222,37.47904993,126.6455728,인천광역시 동구 샛골로 188,인천 동구 샛골로 188
